recipe_id,dish_name,retrieval_text
recipe_0011,凉拌黄瓜,"菜名：凉拌黄瓜
别名：拍黄瓜，凉拌青瓜
地区风格：家常
类型：凉菜
难度：简单
适合人数：2
耗时：10分钟
主食材：黄瓜
食材：黄瓜，大蒜，香菜
调味：盐，生抽，香醋，白糖，香油，辣椒油
口味：咸香，微辣，酸
简介：简单快手的凉拌菜，清爽开胃，适合夏天或作为配菜。
步骤：黄瓜洗净，用刀拍裂后切小块。 大蒜切末，香菜切段。 将黄瓜、蒜末、香菜放入碗中，加入所有调味料拌匀。 静置2分钟入味后即可食用。
关键词：凉拌黄瓜，拍黄瓜，凉拌青瓜，凉菜，快手菜，家常凉菜，黄瓜凉拌，开胃菜
"
recipe_0012,青椒肉丝,"菜名：青椒肉丝
别名：青椒炒肉丝
地区风格：川菜家常
类型：小炒
难度：中等
适合人数：3
耗时：20分钟
主食材：猪里脊肉，青椒
食材：猪里脊肉，青椒，红椒，生姜，大蒜
调味：生抽，老抽，料酒，淀粉，盐，糖，食用油
口味：咸香，微辣
简介：经典川式小炒，肉丝嫩滑，青椒爽脆，咸香微辣，非常下饭。
步骤：猪里脊肉切丝，用料酒、生抽、淀粉抓匀腌制10分钟。 青椒、红椒去籽切丝，生姜、大蒜切末。 热锅冷油，下肉丝滑炒至变色后盛出。 锅中留底油，爆香姜蒜末，加入青红椒丝翻炒至断生。 倒入肉丝，加老抽、盐、糖快速翻炒均匀即可出锅。
关键词：青椒肉丝，青椒炒肉丝，猪肉小炒，川菜小炒，家常小炒，肉丝炒青椒，下饭菜，快手菜
"
recipe_0013,酸辣土豆丝,"菜名：酸辣土豆丝
别名：醋溜土豆丝
地区风格：北方家常
类型：小炒
难度：简单
适合人数：3
耗时：15分钟
主食材：土豆
食材：土豆，青椒，干辣椒，大蒜
调味：醋，生抽，盐，糖，食用油
口味：酸，微辣，咸香
简介：北方家常快手菜，土豆丝酸辣开胃，口感脆爽，适合配米饭。
步骤：土豆去皮切细丝，用清水浸泡去除淀粉，沥干备用。 青椒切丝，干辣椒切段，大蒜切片。 热锅冷油，爆香干辣椒和大蒜片。 加入土豆丝和青椒丝快速翻炒至断生。 调入醋、生抽、盐、糖，翻炒均匀即可出锅。
关键词：酸辣土豆丝，醋溜土豆丝，土豆菜，家常土豆丝，快手菜，下饭菜，土豆小炒，酸辣菜
"
recipe_0014,清炒西兰花,"菜名：清炒西兰花
别名：蒜蓉西兰花
地区风格：家常
类型：小炒
难度：简单
适合人数：2
耗时：15分钟
主食材：西兰花
食材：西兰花，大蒜，胡萝卜
调味：盐，食用油，鸡精
口味：清淡，鲜
简介：简单健康的清淡家常菜，西兰花脆嫩，蒜香提味，适合搭配荤菜。
步骤：西兰花掰成小朵，用盐水浸泡后洗净；胡萝卜切片，大蒜切末。 锅中烧水，水开后放入西兰花和胡萝卜焯烫1分钟，捞出沥干。 热锅冷油，爆香蒜末。 加入西兰花和胡萝卜快速翻炒，加盐和鸡精调味即可出锅。
关键词：清炒西兰花，蒜蓉西兰花，清淡菜，家常素菜，快手菜，西兰花炒菜，健康菜，素食
"
recipe_0015,番茄炒蛋,"菜名：番茄炒蛋
别名：西红柿炒鸡蛋
地区风格：家常
类型：小炒
难度：简单
适合人数：2
耗时：15分钟
主食材：番茄，鸡蛋
食材：番茄，鸡蛋，小葱
调味：盐，糖，食用油
口味：酸甜，鲜
简介：国民家常菜，番茄酸甜多汁，鸡蛋嫩滑，简单快手，营养美味。
步骤：番茄洗净切块，鸡蛋打散加少许盐，小葱切葱花。 热锅冷油，倒入蛋液炒至凝固后盛出。 锅中留底油，放入番茄块翻炒至出汁。 加入炒好的鸡蛋，加盐和糖调味，翻炒均匀后撒葱花出锅。
关键词：番茄炒蛋，西红柿炒鸡蛋，家常菜，快手菜，下饭菜，番茄鸡蛋菜，简单菜，儿童菜
"
recipe_0016,麻婆豆腐,"菜名：麻婆豆腐
别名：麻辣豆腐
地区风格：川菜
类型：热菜
难度：中等
适合人数：4
耗时：25分钟
主食材：嫩豆腐，猪肉末，郫县豆瓣酱
食材：嫩豆腐，猪肉末，蒜苗
调味：郫县豆瓣酱，花椒粉，生抽，料酒，盐，糖，淀粉，食用油
口味：香辣，麻
简介：川菜经典，豆腐麻辣鲜香，肉末增味，是家常下饭神器。
步骤：豆腐切小块，焯水1分钟去除豆腥味后捞出沥干。 猪肉末加料酒拌匀；蒜苗切小段。 热锅热油，下肉末炒散至变色，加入郫县豆瓣酱炒出红油。 倒入豆腐块，轻轻翻炒，加生抽、盐、糖和少量水煮3分钟。 淀粉加水调匀，勾芡收汁，撒花椒粉和蒜苗翻炒均匀即可。
关键词：麻婆豆腐，麻辣豆腐，川菜，下饭菜，豆腐菜，辣菜
"
recipe_0017,蚝油杏鲍菇,"菜名：蚝油杏鲍菇
别名：杏鲍菇炒蚝油
地区风格：粤式家常
类型：热菜
难度：简单
适合人数：2
耗时：15分钟
主食材：杏鲍菇，蚝油
食材：杏鲍菇，青椒，大蒜
调味：蚝油，生抽，盐，糖，食用油
口味：鲜，酱香
简介：简单快手的菌菇菜，蚝油提鲜，杏鲍菇口感滑嫩，适合清冰箱。
步骤：杏鲍菇切片，青椒切块，大蒜切片。 热锅热油，爆香蒜片，下杏鲍菇片翻炒至变软出水。 加入青椒块，翻炒均匀。 调入蚝油、生抽、盐、糖，快速翻炒入味即可出锅。
关键词：蚝油杏鲍菇，杏鲍菇做法，菌菇菜，快手菜，冰箱剩菜，粤式家常
"
recipe_0018,葱花鸡蛋饼,"菜名：葱花鸡蛋饼
别名：葱油饼，鸡蛋葱饼
地区风格：北方家常
类型：早餐
难度：简单
适合人数：2
耗时：15分钟
主食材：鸡蛋，面粉，小葱
食材：鸡蛋，面粉，小葱，水
调味：盐，食用油
口味：咸香，葱香
简介：简单快手的早餐饼，葱香浓郁，营养丰富，适合搭配粥或豆浆。
步骤：小葱切碎，鸡蛋打散，面粉加水调成稀面糊。 面糊中加入鸡蛋液、葱花、盐，搅拌均匀。 平底锅烧热，刷一层油，倒入面糊摊平。 中小火煎至两面金黄，出锅切块。
关键词：早餐饼，葱花饼，鸡蛋饼，葱油饼，快手早餐，家常饼
"
recipe_0019,蒜蓉蒸南瓜,"菜名：蒜蓉蒸南瓜
别名：蒸南瓜，蒜香南瓜
地区风格：粤式家常
类型：蒸菜
难度：简单
适合人数：3
耗时：20分钟
主食材：南瓜，大蒜
食材：南瓜，大蒜
调味：盐，生抽，食用油
口味：蒜香，清淡，鲜
简介：粤式家常蒸菜，蒜香浓郁，南瓜软糯，健康少油，适合家庭日常。
步骤：南瓜去皮去瓤，切厚片摆盘。 大蒜切末，与盐、生抽、油混合成蒜蓉酱。 将蒜蓉酱均匀淋在南瓜上。 蒸锅水开后，放入南瓜蒸10-15分钟至软糯。
关键词：蒸南瓜，蒜蓉南瓜，蒜香南瓜，家常蒸菜，清淡菜，南瓜做法
"
recipe_0020,蚝油香菇炒青菜,"菜名：蚝油香菇炒青菜
别名：香菇炒青菜，蚝油青菜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：10分钟
主食材：香菇，小青菜
食材：香菇，小青菜
调味：蚝油，盐，蒜末，食用油
口味：鲜，清淡
简介：简单健康的菌菇类家常菜，蚝油提鲜，青菜爽口，适合日常搭配。
步骤：香菇切片，小青菜洗净切段。 热锅倒油，爆香蒜末，下香菇片翻炒至软。 加入小青菜，快速翻炒至变软。 加蚝油、盐，翻炒均匀出锅。
关键词：香菇炒青菜，蚝油香菇，菌菇菜，家常素菜，快手菜，青菜做法
"
recipe_0021,蒜蓉西兰花,"菜名：蒜蓉西兰花
别名：清炒西兰花
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：西兰花
食材：西兰花，大蒜，胡萝卜
调味：盐，食用油，鸡精
口味：清淡，咸香
简介：一道简单清爽的家常素菜，适合快速烹饪，营养健康。
步骤：西兰花掰成小朵，胡萝卜切片，大蒜切末。 锅中烧水，水开后放入西兰花和胡萝卜焯烫1分钟，捞出沥干。 热锅冷油，下蒜末爆香。 放入西兰花和胡萝卜翻炒，加盐和鸡精调味，炒匀即可出锅。
关键词：西兰花做法，清炒西兰花，蒜蓉西兰花，家常素菜，快手菜，清淡菜
"
recipe_0022,番茄鸡蛋汤,"菜名：番茄鸡蛋汤
别名：西红柿蛋汤
地区风格：家常
类型：汤
难度：简单
适合人数：4
耗时：20分钟
主食材：番茄，鸡蛋
食材：番茄，鸡蛋，小葱
调味：盐，食用油，香油
口味：鲜，清淡，微酸
简介：经典家常汤品，酸甜开胃，制作简单，适合日常佐餐。
步骤：番茄切小块，鸡蛋打散，小葱切葱花。 锅中放油烧热，下番茄块翻炒至出汁。 加入适量清水烧开，煮约5分钟。 缓缓倒入蛋液，用筷子轻轻搅动形成蛋花。 加盐调味，撒葱花，淋香油即可。
关键词：番茄鸡蛋汤，西红柿蛋汤，家常汤，快手汤，清淡汤，蛋花汤
"
recipe_0023,青椒肉丝,"菜名：青椒肉丝
别名：辣椒炒肉丝
地区风格：家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：猪肉，青椒
食材：猪里脊肉，青椒，生姜，大蒜
调味：生抽，料酒，盐，淀粉，食用油
口味：咸香，微辣
简介：经典猪肉小炒，咸香微辣，肉丝嫩滑，非常下饭。
步骤：猪肉切丝，加生抽、料酒、淀粉抓匀腌制10分钟。 青椒去籽切丝，姜蒜切末。 热锅冷油，下肉丝滑炒至变色，盛出备用。 锅中留底油，爆香姜蒜，下青椒丝翻炒至断生。 加入肉丝，加盐调味，快速翻炒均匀即可出锅。
关键词：青椒肉丝，猪肉小炒，家常小炒，下饭菜，快手菜，肉丝做法
"
recipe_0024,蚝油杏鲍菇,"菜名：蚝油杏鲍菇
别名：炒杏鲍菇
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：20分钟
主食材：杏鲍菇
食材：杏鲍菇，青椒，大蒜
调味：蚝油，生抽，盐，食用油
口味：咸香，鲜
简介：菌菇类家常菜，蚝油提鲜，杏鲍菇口感滑嫩，简单易做。
步骤：杏鲍菇切片，青椒切块，大蒜切末。 热锅冷油，下蒜末爆香。 放入杏鲍菇片翻炒至变软出水。 加入青椒块，加蚝油、生抽和盐调味，翻炒均匀即可。
关键词：蚝油杏鲍菇，杏鲍菇做法，菌菇菜，家常素菜，快手菜，蚝油菜
"
recipe_0025,麻婆豆腐,"菜名：麻婆豆腐
别名：麻辣豆腐
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：4
耗时：30分钟
主食材：豆腐，牛肉
食材：嫩豆腐，牛肉末，小葱，大蒜，生姜
调味：郫县豆瓣酱，花椒粉，生抽，盐，淀粉，食用油
口味：香辣，咸香
简介：经典川湘下饭菜，豆腐嫩滑，麻辣鲜香，非常开胃。
步骤：豆腐切小块，葱姜蒜切末，牛肉末备用。 锅中烧水，加少许盐，放入豆腐焯烫1分钟，捞出沥干。 热锅冷油，下牛肉末炒散至变色，盛出备用。 锅中留底油，下葱姜蒜末和豆瓣酱炒香出红油。 加入适量清水烧开，放入豆腐和牛肉末，加生抽和盐调味，煮约5分钟。 用水淀粉勾芡，撒花椒粉和葱花即可出锅。
关键词：麻婆豆腐，川菜家常，下饭菜，麻辣豆腐，牛肉菜，豆腐做法
"
recipe_0026,清蒸鲈鱼,"菜名：清蒸鲈鱼
别名：蒸鲈鱼
地区风格：家常
类型：蒸菜
难度：简单
适合人数：3
耗时：25分钟
主食材：鲈鱼
食材：鲈鱼，姜，葱，红椒
调味：料酒，蒸鱼豉油，盐，食用油
口味：鲜，清淡
简介：一道简单健康的蒸菜，鱼肉鲜嫩，适合家庭日常。
步骤：鲈鱼处理干净，两面划几刀，用盐和料酒抹匀腌制10分钟。 姜切丝，葱切段，红椒切丝，铺在鱼身上。 蒸锅水烧开，放入鱼盘，大火蒸8-10分钟至熟。 取出后倒掉盘中水，淋上蒸鱼豉油，烧热油浇在鱼上即可。
关键词：清蒸鲈鱼，蒸鱼，家常蒸菜，鱼料理，健康菜
"
recipe_0027,土豆烧鸡块,"菜名：土豆烧鸡块
别名：土豆鸡块
地区风格：北方家常
类型：热菜
难度：中等
适合人数：4
耗时：40分钟
主食材：鸡腿肉，土豆
食材：鸡腿肉，土豆，胡萝卜，青椒
调味：生抽，老抽，料酒，糖，盐，食用油
口味：酱香，咸香
简介：经典的北方家常菜，土豆和鸡肉烧得入味，适合带便当。
步骤：鸡腿肉切块，用料酒和生抽腌制10分钟；土豆、胡萝卜切滚刀块，青椒切片。 热锅放油，下鸡块翻炒至变色，盛出备用。 锅中留底油，下土豆和胡萝卜翻炒，加入老抽、糖和适量水，烧开。 放入鸡块，中小火炖15分钟至土豆软烂，加入青椒和盐，翻炒均匀即可。
关键词：土豆烧鸡块，土豆鸡块，便当菜，家常炖菜，鸡肉菜
"
recipe_0028,麻婆豆腐,"菜名：麻婆豆腐
别名：麻辣豆腐
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：3
耗时：20分钟
主食材：嫩豆腐，猪肉末
食材：嫩豆腐，猪肉末，蒜，姜
调味：郫县豆瓣酱，生抽，料酒，花椒粉，水淀粉，食用油
口味：香辣，麻
简介：川菜经典，豆腐麻辣鲜香，是家常下饭好菜。
步骤：豆腐切小块，焯水1分钟捞出；蒜、姜切末。 热锅放油，下肉末炒散，加入蒜末、姜末和豆瓣酱炒香。 加入豆腐，轻轻翻炒，倒入生抽、料酒和少量水，烧开。 用水淀粉勾芡，撒上花椒粉，翻炒均匀即可出锅。
关键词：麻婆豆腐，麻辣豆腐，川菜，豆腐菜，下饭菜
"
recipe_0029,蒜蓉粉丝蒸虾,"菜名：蒜蓉粉丝蒸虾
别名：蒜蓉蒸虾
地区风格：家常
类型：蒸菜
难度：简单
适合人数：3
耗时：25分钟
主食材：鲜虾，粉丝
食材：鲜虾，粉丝，蒜，葱
调味：生抽，蚝油，盐，食用油
口味：蒜香，鲜
简介：蒜香浓郁，虾肉鲜美，粉丝吸饱汤汁，家常蒸菜佳选。
步骤：粉丝用温水泡软，铺在盘底；虾去须开背。 蒜切末，一半用油炒香，与另一半生蒜混合，加入生抽、蚝油、盐调成蒜蓉酱。 将蒜蓉酱铺在虾上，蒸锅水烧开，放入蒸8-10分钟。 取出后撒上葱花，淋热油即可。
关键词：蒜蓉粉丝蒸虾，蒸虾，蒜蓉菜，海鲜家常菜，鱼虾料理
"
recipe_0030,土豆炖牛肉,"菜名：土豆炖牛肉
别名：牛肉炖土豆
地区风格：北方家常
类型：炖菜
难度：中等
适合人数：3
耗时：60分钟
主食材：牛肉，土豆
食材：牛肉，土豆，胡萝卜，洋葱，姜，大葱
调味：生抽，老抽，料酒，盐，糖
口味：鲜，咸香
简介：经典北方炖菜，牛肉软烂，土豆入味，适合秋冬。
步骤：牛肉切块，冷水下锅焯水后捞出。 土豆、胡萝卜切滚刀块，洋葱切块。 锅中放油，炒香姜葱，加入牛肉翻炒。 加入调味料和水，炖煮40分钟。 加入土豆、胡萝卜、洋葱，再炖15分钟至软烂。
关键词：土豆炖牛肉，牛肉炖菜，家常炖菜，北方菜，下饭菜
"
recipe_0031,宫保鸡丁,"菜名：宫保鸡丁
别名：宫爆鸡丁
地区风格：川菜
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鸡胸肉，花生米
食材：鸡胸肉，花生米，黄瓜，干辣椒，花椒，大葱
调味：生抽，料酒，醋，糖，淀粉，盐
口味：香辣，酸甜
简介：经典川菜家常版，鸡肉嫩滑，花生香脆，微辣酸甜。
步骤：鸡胸肉切丁，用料酒、淀粉腌制10分钟。 黄瓜切丁，干辣椒剪段，大葱切段。 锅中放油，炒香干辣椒和花椒。 加入鸡丁炒至变色，再加入黄瓜、大葱翻炒。 倒入调味料和花生米，快速炒匀出锅。
关键词：宫保鸡丁，鸡肉小炒，川菜家常，下饭菜，香辣菜
"
recipe_0032,蒸鸡蛋羹,"菜名：蒸鸡蛋羹
别名：水蒸蛋
地区风格：家常
类型：蒸菜
难度：简单
适合人数：2
耗时：15分钟
主食材：鸡蛋
食材：鸡蛋，温水
调味：盐，生抽，香油
口味：鲜
简介：嫩滑的蒸蛋，营养易消化，是家庭常见菜。
步骤：鸡蛋打散，加入盐和温水，搅拌均匀。 过滤蛋液到蒸碗中，撇去浮沫。 蒸锅水烧开，放入蒸碗，中火蒸8-10分钟。 取出后淋上生抽和香油即可。
关键词：蒸鸡蛋羹，水蒸蛋，家常蒸菜，嫩滑蒸蛋，快手蒸菜
"
recipe_0033,番茄炖牛腩,"菜名：番茄炖牛腩
别名：西红柿炖牛肉
地区风格：北方家常
类型：炖菜
难度：较难
适合人数：4
耗时：90分钟
主食材：牛腩，番茄
食材：牛腩，番茄，土豆
调味：生抽，老抽，料酒，盐，姜片，八角
口味：酸甜，咸香
简介：酸甜开胃的炖菜，牛肉软烂，适合家庭聚餐。
步骤：牛腩切块，冷水下锅焯水，捞出洗净。 番茄和土豆切块。 热锅倒油，炒香姜片和八角，下牛腩翻炒，加料酒、生抽、老抽。 加入番茄炒软，加水没过食材，炖煮1小时。 加入土豆和盐，再炖20分钟至软烂即可。
关键词：番茄炖牛腩，西红柿炖牛肉，家常炖菜，牛肉菜，北方家常菜
"
recipe_0034,番茄鸡蛋盖饭,"菜名：番茄鸡蛋盖饭
别名：西红柿鸡蛋盖饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：20分钟
主食材：番茄，鸡蛋，米饭
食材：番茄，鸡蛋，米饭，小葱
调味：盐，糖，食用油
口味：酸甜，咸香
简介：经典家常盖饭，酸甜开胃，简单快手，适合一人食或家庭便餐。
步骤：番茄洗净切块，鸡蛋打散，小葱切葱花。 热锅倒油，倒入蛋液炒散后盛出。 锅中再倒少许油，放入番茄块翻炒出汁。 加入炒好的鸡蛋，加盐和糖调味，翻炒均匀。 将番茄鸡蛋浇在米饭上，撒上葱花即可。
关键词：番茄鸡蛋盖饭，西红柿鸡蛋盖浇饭，快手盖饭，家常主食，简单下饭菜
"
recipe_0035,麻婆豆腐,"菜名：麻婆豆腐
别名：麻辣豆腐
地区风格：川菜
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：豆腐，猪肉末
食材：嫩豆腐，猪肉末，小葱，蒜
调味：郫县豆瓣酱，花椒粉，生抽，盐，食用油，水淀粉
口味：香辣，咸香
简介：川菜经典下饭菜，麻辣鲜香，豆腐嫩滑，配米饭绝佳。
步骤：豆腐切小块，小葱切葱花，蒜切末。 热锅倒油，放入肉末炒散至变色。 加入郫县豆瓣酱和蒜末炒香。 倒入豆腐块，轻轻翻炒，加生抽和盐调味。 加入少量水煮开，用水淀粉勾芡，撒上花椒粉和葱花即可。
关键词：麻婆豆腐，麻辣豆腐，川菜下饭菜，豆腐做法，家常川菜
"
recipe_0036,蒜蓉粉丝蒸虾,"菜名：蒜蓉粉丝蒸虾
别名：蒸虾，粉丝蒸虾
地区风格：粤式家常
类型：蒸菜
难度：简单
适合人数：3
耗时：20分钟
主食材：虾，粉丝，蒜
食材：鲜虾，粉丝，蒜，小葱
调味：生抽，蚝油，盐，食用油
口味：鲜，咸香，葱香
简介：粤式家常蒸菜，虾肉鲜嫩，粉丝吸满汤汁，蒜香浓郁，健康少油。
步骤：粉丝用温水泡软，鲜虾去虾线洗净，蒜切末，小葱切葱花。 将泡软的粉丝铺在盘底，摆上鲜虾。 热锅倒油，放入蒜末炒香，加生抽、蚝油和盐调成蒜蓉酱。 将蒜蓉酱均匀淋在虾和粉丝上。 放入蒸锅，大火蒸8-10分钟，撒上葱花即可。
关键词：蒜蓉粉丝蒸虾，蒸虾做法，粤式蒸菜，海鲜家常菜，快手蒸菜
"
recipe_0037,青椒炒牛肉,"菜名：青椒炒牛肉
别名：青椒牛肉丝
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：牛肉，青椒
食材：牛肉，青椒，姜，蒜
调味：生抽，老抽，料酒，淀粉，盐，食用油
口味：咸香，微辣
简介：川式家常小炒，牛肉嫩滑，青椒微辣，非常下饭。
步骤：牛肉切丝，用生抽、料酒、淀粉腌制10分钟。 青椒切丝，姜蒜切末备用。 热锅冷油，下牛肉丝快速滑炒至变色，盛出。 锅中留底油，爆香姜蒜，加入青椒丝翻炒至断生。 倒入牛肉丝，加老抽、盐调味，快速翻炒均匀即可。
关键词：青椒炒牛肉，青椒牛肉丝，川菜小炒，牛肉家常菜，下饭菜，炒牛肉，辣味牛肉
"
